t,ax,ay,az,gx,gy,gz
9.679999999999999716e+01,-4.351068506121388846e-02,-3.391150485346751120e-01,9.752075323944369600e+00,-4.674108023145033541e-02,1.998995731293009004e-01,-1.588942435732030134e+01
9.681000000000000227e+01,6.244151389325242052e-02,-7.612068589675395625e-02,9.721905530188855948e+00,-1.800333999328263268e-01,-3.977536951967545198e-01,-1.506519994990543410e+01
9.681999999999999318e+01,4.283274141694229376e-02,-2.115217929821595899e-01,9.744342742080476683e+00,-1.009407115233864061e-01,5.281575154306093062e-02,-1.499600701712491535e+01
9.682999999999999829e+01,-1.993994626679241322e-01,-1.040271616973038327e-01,9.837368895456286566e+00,-1.890242506036107495e-01,4.405368264692080538e-03,-1.583558312173677507e+01
9.684000000000000341e+01,5.944103539572518496e-02,-3.247742567839330130e-01,9.925524811980867668e+00,7.753765360398195972e-02,1.277587505680776170e-01,-1.541360080128087517e+01
9.684999999999999432e+01,-5.509903908437844416e-02,-2.308297808169893495e-01,9.952912685940237481e+00,1.527080413807616610e-01,-1.222280167339298285e-01,-1.581237707178667051e+01
9.685999999999999943e+01,-5.248171962928652873e-02,-1.278734073507720170e-01,9.750405597764306265e+00,-2.546244063597097318e-01,-2.284600913412164393e-03,-1.482239502224669536e+01
9.687000000000000455e+01,4.048656929636095664e-02,-1.035629093484338042e-01,9.987058378723673968e+00,3.242092376419548061e-01,-1.630357323960082705e-01,-1.569628689998350524e+01
9.687999999999999545e+01,1.522935924483793668e-01,-9.181059693437702840e-02,9.834741383926370872e+00,2.453808758566918269e-01,9.186871113907918440e-02,-1.517546485506723464e+01
9.689000000000000057e+01,-2.004346266943614341e-02,-1.735538889295059617e-01,9.803902694219479130e+00,-2.439136981574392127e-01,-5.156808561813445296e-02,-1.536051149556193884e+01
9.690000000000000568e+01,1.179050215539265700e-01,-1.473825844426231158e-01,9.803820530392423294e+00,-8.256818317156281242e-03,3.284441948433045599e-01,-1.510312046744829217e+01
9.690999999999999659e+01,-1.440922767881846756e-01,-1.276978484432132743e-01,9.944640221845538974e+00,-1.912150325448423727e-01,-2.166236986635856204e-02,-1.474421122965209463e+01
9.692000000000000171e+01,1.307433459121305069e-02,-1.346985239798025036e-01,9.719349207411340785e+00,-1.449550894305529358e-01,-1.234134699673987978e-01,-1.469413363678887663e+01
9.693000000000000682e+01,-5.410554059280797690e-02,-1.095486115562651908e-01,9.847021607656454734e+00,-4.778437051447816941e-01,-5.797931638298757795e-01,-1.458511287658313726e+01
9.693999999999999773e+01,2.820069867560609164e-02,-2.817890361330957494e-01,9.827098480543490666e+00,-5.082408484977883889e-01,7.446906114584005143e-02,-1.546042206367941318e+01
9.695000000000000284e+01,-2.963074027851020018e-02,1.965769963531682762e-02,9.677259869031106021e+00,-3.509033292828952350e-02,-3.015005718006176783e-01,-1.535168092399038287e+01
9.695999999999999375e+01,-1.341061418963804541e-01,-1.850883347784324784e-01,9.548984876328212579e+00,9.489063532099931142e-02,1.748306830463466355e-01,-1.464690675707107914e+01
9.696999999999999886e+01,-8.874093628011421597e-02,-1.761564556198001175e-01,9.820598636347119381e+00,-1.547686499240263358e-01,3.645208463709925795e-02,-1.506695832276074576e+01
9.698000000000000398e+01,-1.643201079856586311e-01,-1.957705567023807769e-01,9.686863713897810868e+00,-6.274622418738350083e-02,-2.014955193529881228e-01,-1.523763450209293246e+01
9.698999999999999488e+01,-1.306901228948717797e-01,-1.434913597508740701e-01,9.782530415125499701e+00,1.847049373131714675e-02,-5.751311394029482056e-03,-1.540444635939907059e+01
9.700000000000000000e+01,4.803243748750476994e-02,-3.109023753616573238e-01,9.804960193983552230e+00,2.883145697538440633e-01,-2.464794741613098028e-01,-1.491354542340219425e+01
9.701000000000000512e+01,-2.510371298572225407e-02,-2.153950314470127192e-01,9.640982351989091370e+00,1.172916209968463686e-01,-1.626616414552548850e-01,-1.530745417639332651e+01
9.701999999999999602e+01,2.308644101280876715e-02,-3.574774523432592277e-01,9.791644238820460089e+00,6.890879035532924968e-02,6.055618231507753357e-02,-1.516918412465426513e+01
9.703000000000000114e+01,1.815577481595072040e-01,-2.134614485030918440e-01,9.755637672294264817e+00,-9.810238975664142824e-02,-1.661101876401266664e-01,-1.544183604233029072e+01
9.704000000000000625e+01,-2.959717932122608169e-02,-1.508840879912398680e-01,9.754523880131365843e+00,1.707644275884251661e-01,-1.054266254910596612e-01,-1.427933606540196720e+01
9.704999999999999716e+01,6.342839331822380800e-02,-1.097174338987078612e-01,9.760615501548040029e+00,-2.307329214438263998e-01,-1.018992815884100928e-01,-1.446579858813872654e+01
9.706000000000000227e+01,2.813551220125483886e-03,-1.725905826016145839e-01,9.770519078334318763e+00,1.457685387474232652e-01,-2.101940762826548514e-01,-1.548556735076476976e+01
9.706999999999999318e+01,2.762684532731502496e-01,-1.380680566834241174e-01,9.703489342754082259e+00,3.753806306818392446e-01,-1.599688886920727082e-01,-1.494299003708634110e+01
9.707999999999999829e+01,-3.017646892747387621e-01,-3.352599712989795533e-01,1.020160765909592193e+01,-1.462553985158960568e-01,-6.445305923342185828e-02,-1.541234907322525771e+01
9.709000000000000341e+01,-7.176622759721215661e-02,-1.510745224335715287e-01,9.639114547546260070e+00,-1.795110304335398588e-01,6.745561923250667502e-03,-1.468573022256614102e+01
9.709999999999999432e+01,6.540239742314810090e-02,-4.096040808369003083e-02,9.850944676370046338e+00,-9.179697519504015357e-02,3.911907932892824680e-01,-1.448073976243570371e+01
