t,ax,ay,az,gx,gy,gz
1.800000000000000000e+02,-6.982737962313720348e-02,1.018830415879904208e-02,9.937856296301985637e+00,9.638767006507573121e-02,4.429086210148543840e-02,4.856609557437376878e-01
1.800099999999999909e+02,-4.503654144104354828e-02,-1.852937333826846361e-02,9.702428048038663988e+00,-4.010649207614974121e-01,-1.050080800656178794e-02,-2.254798442334032538e-01
1.800200000000000102e+02,-7.351735618733791500e-02,4.583591249624830583e-02,9.958877671900964401e+00,2.507802587183667331e-01,-2.051813630527805909e-02,-3.025086381651665435e-01
1.800300000000000011e+02,-1.552039128667580953e-02,8.214577840544240450e-02,9.771120368205874485e+00,-5.952640440150087919e-02,4.559577068659636523e-01,1.530622143182717720e-01
1.800399999999999920e+02,7.863963530491346887e-02,-9.160518452054600136e-02,9.696234510598014111e+00,3.329124708992157733e-01,-1.758747598999931272e-01,6.275437560900942735e-01
1.800500000000000114e+02,6.833588234970358610e-02,-7.436225619971856271e-02,9.803378660077441964e+00,1.201471283023748393e-01,-2.706794535329469231e-01,-1.112907893000855547e-01
1.800600000000000023e+02,-8.386907445435132225e-02,-1.350769136226756262e-01,9.796492464463304017e+00,-8.672759305155587628e-02,-9.219384995066159938e-02,-8.576486198671313677e-01
1.800699999999999932e+02,1.518097138155121220e-02,2.915031302830914037e-02,9.817533636888924775e+00,4.274483733140876929e-02,1.180626900004355939e-01,-3.503186741632610124e-01
1.800800000000000125e+02,6.461510893561248081e-02,1.487136434099038951e-01,9.670827480118379782e+00,1.574119174962344270e-01,3.315958019472471929e-01,2.052461433480210484e-01
1.800900000000000034e+02,-9.397883083349045652e-02,-1.397104957693219018e-01,9.801487903970405924e+00,-2.618757859198283522e-01,2.104869401664888062e-01,-2.047161363916664700e-01
1.800999999999999943e+02,1.414169725710024209e-02,-8.379478881977105165e-02,9.658726793801415411e+00,2.877873236840713944e-02,2.443229565665056002e-02,2.803750491709246506e-01
1.801100000000000136e+02,1.213645854196477719e-01,-1.446945496649975627e-01,9.764240493114741071e+00,-7.118240210386959921e-02,-6.806219806815808071e-02,4.358590255068791053e-01
1.801200000000000045e+02,-2.448900650494387557e-02,-6.060428859788046657e-02,9.736061105957306339e+00,2.410305148275840303e-01,8.785192204023525853e-02,-2.651747625910265693e-01
1.801299999999999955e+02,-2.017902276462043010e-01,-2.141328875413493482e-01,9.723843156429316181e+00,1.409520291154727212e-01,-2.005900453511131332e-01,3.583337496272261391e-01
1.801399999999999864e+02,-2.517230376630335553e-01,1.089521379949871804e-01,9.885030342632887823e+00,-2.557297412294318728e-01,-2.270144996400215442e-01,-7.769335107939503438e-01
1.801500000000000057e+02,3.108127360499550809e-02,6.728149997465880661e-02,9.947080870157565258e+00,-2.531628831754476755e-02,1.064809688437268892e-01,1.648643328592765134e-01
