t,ax,ay,az,gx,gy,gz
1.880000000000000000e+02,9.769099334165062820e-02,-1.890907010585691772e-01,9.802188036642323965e+00,1.284129921135485908e-01,7.863391817339024370e-02,-3.807239929886560015e-01
1.880099999999999909e+02,2.106556900315120773e-02,-2.061035033115166115e-02,9.749300368268935202e+00,1.976502335773167862e-01,1.390467408927184697e-03,-8.294257572370882237e-01
1.880200000000000102e+02,-6.044277679644929901e-02,1.643497634649867395e-02,9.609870268152798545e+00,2.236453716082531388e-04,-3.295048761772244594e-01,-6.183213792370982897e-01
1.880300000000000011e+02,-5.389869883751089580e-02,-7.174883577833726656e-02,9.826652263801467058e+00,9.537899389736294309e-02,-1.732153937206771799e-01,-7.653653034613432625e-03
1.880399999999999920e+02,-7.463478933968806239e-02,3.641281663327967238e-02,9.669156711694883555e+00,3.616450653072238869e-02,9.382993644314181758e-02,-1.192958130320881383e+00
1.880500000000000114e+02,8.297338809873694432e-02,8.934340211419050659e-02,9.806303897002702996e+00,-3.065828639235670082e-03,-3.565978670634507158e-04,-1.328134973026641741e-01
1.880600000000000023e+02,-4.725339852820247682e-02,5.840437512432120060e-02,9.914241973491696669e+00,-5.392738611781938696e-01,-1.075021941022892835e-01,7.623811380452910624e-01
1.880699999999999932e+02,-1.192910479266581503e-01,-3.963267436704591244e-03,9.792662916828302144e+00,1.926544403497745112e-02,-1.232726557010349194e-01,-1.281420421012773314e-01
1.880800000000000125e+02,9.619013805140025353e-02,-8.458939468352350000e-02,9.819259242815919109e+00,6.007867645848929961e-02,1.412477596970767857e-01,4.288397982456286783e-01
1.880900000000000034e+02,-2.764024832380007624e-02,8.320863486730772918e-02,9.698244991652845926e+00,-1.658878126051996915e-01,9.882909651170380949e-02,-2.999517451782204858e-01
1.880999999999999943e+02,-1.359899853124196534e-01,1.381842669004559321e-01,9.658888609607348741e+00,6.483991264226472706e-02,-9.589805493921021995e-03,2.075374057770073832e-01
1.881100000000000136e+02,1.712821719866091386e-01,-6.011937031014289584e-02,9.907626401179332021e+00,4.219198244284262482e-03,-4.999702989594025093e-02,-1.711370033513666955e-01
1.881200000000000045e+02,6.105469366306880835e-02,-1.171190772613518033e-01,9.894913414551796293e+00,-2.371441371447016722e-01,8.772308642455572958e-02,6.219382043809271177e-02
1.881299999999999955e+02,4.624906206550145719e-03,1.154503815792022742e-01,9.932367825670297634e+00,-4.575372426145085658e-02,-4.502157000083681880e-03,2.537527718775219321e-01
1.881399999999999864e+02,-2.118460555387638097e-02,3.214604518831181562e-02,1.002573602990539037e+01,1.769789971024575415e-01,-1.493917815647906877e-01,-1.178816741178768113e-01
1.881500000000000057e+02,-2.803397073425804853e-02,3.016049676311722411e-02,9.754536796317424319e+00,-1.275068990003054292e-01,1.257931039364974246e-01,-8.271147555634709644e-03
1.881599999999999966e+02,-3.007386595333649826e-02,1.719148299732754515e-01,9.843157927089739800e+00,-2.719284644373478610e-01,-1.645131336530633592e-01,2.760441626179703789e-01
1.881699999999999875e+02,-2.735735435110235939e-02,-1.793401320695068579e-01,9.922364602994631966e+00,-1.792751198636554633e-01,1.216402866529867899e-01,7.970665197459844142e-01
1.881800000000000068e+02,-5.897052945112294525e-02,-2.119554897837457041e-02,1.000657438661382947e+01,-1.043151073891816216e-01,6.050462808726451286e-02,-5.630511745108887078e-01
1.881899999999999977e+02,-1.033497770835269981e-02,3.776911447373786090e-02,9.921368687034107126e+00,5.481846077627967884e-02,-6.159790880578465411e-02,2.145376258639291461e-02
1.881999999999999886e+02,-6.094781925094070602e-02,2.014870558530376943e-01,9.717662774894611388e+00,1.425906885412215330e-01,-4.376371881399201413e-01,-5.100630649852577747e-01
1.882100000000000080e+02,2.234542861390162102e-02,-4.920771038484904499e-03,9.977400277520814598e+00,1.398177189257789887e-01,-3.435247840320828638e-01,3.508942987632883148e-01
1.882199999999999989e+02,-2.347707718877929933e-03,-4.834205244501268289e-02,9.897320848172579844e+00,-2.209013607031562465e-01,6.165412805154929510e-02,8.655250169724519882e-01
1.882299999999999898e+02,-7.004744397347292817e-02,2.167123996570923666e-02,9.837515963811583219e+00,1.073996758480080249e-01,-3.182705611647653199e-01,3.502808760607269978e-01
1.882400000000000091e+02,-8.682070928795677586e-03,7.309213984429648037e-02,9.760923506001828898e+00,-1.043073236250968289e-01,1.950099280509698663e-01,-1.389391736488012133e-02
1.882500000000000000e+02,5.429392620048879847e-02,1.192405565063520689e-01,9.965858694982387078e+00,-4.179998023315179359e-05,-3.633347726186419435e-01,3.093244205792775592e-01
1.882599999999999909e+02,-2.256413898350012048e-01,1.470784141298448755e-01,1.008973687180369971e+01,1.647635051659954164e-01,-7.421476464146740948e-02,4.341772319979073647e-01
1.882700000000000102e+02,5.781983077870861409e-02,-1.912943484281439122e-01,9.794114301636314579e+00,-2.347331651791208784e-01,-3.827129308595598328e-02,5.211778878109025737e-01
1.882800000000000011e+02,-1.226380271756487006e-01,-7.673009058150132011e-02,9.827631289767671419e+00,-2.068702561444062116e-01,3.174438685539764382e-01,-5.671695344912135173e-02
1.882899999999999920e+02,-4.588834759057706936e-02,8.635192296001081846e-02,9.862277938095456165e+00,-8.365493122523903757e-02,1.731793235452589730e-01,1.323044828855741706e-01
1.883000000000000114e+02,-2.829682303907464780e-01,2.607117496506784760e-02,9.703601137440008628e+00,5.218255603894988992e-02,-2.137501643431235498e-01,-1.441185859530413893e-01
1.883100000000000023e+02,5.656617105651746968e-02,4.353778246624565029e-02,9.812413873467543013e+00,-7.753199591258234935e-02,2.348553455283800828e-01,5.244755883531122126e-02
1.883199999999999932e+02,-7.402360104949622099e-02,-6.253402296988132270e-02,9.873747284452290884e+00,-1.593308291027268064e-01,7.943133277144841242e-02,4.062386345754020328e-02
1.883300000000000125e+02,-4.998103420224061372e-02,2.406633299668149706e-02,1.000438778545700558e+01,2.591879445500255286e-01,-1.835748501863211368e-01,-9.608149423808205747e-02
1.883400000000000034e+02,9.066013311417374029e-03,-2.318069366186684827e-02,9.792481786551075373e+00,-1.811743504980731778e-01,2.560405488650762118e-01,-5.808507414597463558e-01
1.883499999999999943e+02,-1.970800816093207786e-01,4.745607116787543822e-02,9.858796034432776523e+00,-7.929368351419829875e-02,-1.421091387183582577e-01,-3.243298713156221869e-01
1.883600000000000136e+02,6.205826470539632655e-03,5.085778510551770826e-02,9.744025651307714142e+00,-9.703114230789686503e-03,-6.290448664073564622e-01,1.304214979776048056e+00
1.883700000000000045e+02,6.482465433674082511e-02,3.246166047207517391e-02,9.899628432909933551e+00,3.663193343672976332e-01,-1.369615379408656852e-01,1.324911891588747004e-01
1.883799999999999955e+02,1.742013423590709625e-02,2.750083496769548802e-02,9.796843109761642410e+00,-1.117670491109530595e-01,1.282857210524117331e-02,-7.157590591644447109e-01
1.883899999999999864e+02,-3.938505361231230822e-02,-1.696190152154080158e-02,9.903939800052270925e+00,1.611371162163098558e-01,2.952788740196364281e-01,-2.096385246936619540e-01
1.884000000000000057e+02,4.115312640316439938e-03,1.589252355555308693e-01,9.740502150979370555e+00,-5.614298925945578056e-02,-9.684848005557428197e-02,3.578668073345091516e-01
1.884099999999999966e+02,-7.549237144633661259e-03,1.118666508937180143e-01,9.653002481591260064e+00,-4.212995272883856557e-01,-2.895837068760377941e-01,-8.545645830816762656e-01
1.884199999999999875e+02,7.585357401050976667e-02,5.543162062247801447e-03,9.732298001032731349e+00,1.489111788457599395e-01,5.075802131474271839e-02,-7.099737601497242701e-02
1.884300000000000068e+02,1.255010216863500783e-01,8.594422345792446238e-02,9.964231912485843168e+00,8.520189215723854292e-02,-1.030393766668230016e-01,2.585896713943343639e-01
1.884399999999999977e+02,-4.108334265721668571e-02,2.027798308151525508e-01,9.793504010866525888e+00,1.212015406071491608e-01,2.612659735269022288e-01,-3.876328721216252271e-01
1.884499999999999886e+02,2.315278303004738442e-02,-9.033489868217847718e-02,9.799024184334720999e+00,-8.583617698617684866e-02,3.762435952346880330e-01,-5.508523870430216407e-01
1.884600000000000080e+02,-6.675828970589500755e-02,-6.980338618326907552e-02,9.840046030124984355e+00,-1.033088618848097273e-01,-4.344790927068113984e-01,4.927330981689593825e-01
1.884699999999999989e+02,4.167078196409713942e-02,8.599351350089840668e-03,9.817737392367842375e+00,1.466610670745485956e-01,-3.762423993919766091e-02,-3.203696102183588579e-01
1.884799999999999898e+02,4.601242916381698134e-02,3.133768934427237640e-02,9.860211166012883055e+00,-1.633592545358023840e-01,-1.108969556449538318e-01,-4.887815456191543229e-01
