t,ax,ay,az,gx,gy,gz
2.464000000000000057e+02,1.052887506078674096e-01,-3.072851707760826390e-02,9.708634663818413557e+00,3.355062829336052932e-02,-1.791992603166767395e-01,6.446823668513184113e-01
2.464099999999999966e+02,-8.725890149235329685e-02,1.219762966323904296e-01,9.740927767794593350e+00,1.008777091985734731e-01,-1.589199786557281557e-01,-7.600881588093336139e-02
2.464199999999999875e+02,1.937722962823526518e-02,-5.303237516380127081e-02,9.807745416703809838e+00,4.085788973308566163e-01,1.520894326997017099e-01,3.999115136019392169e-01
2.464300000000000068e+02,-1.275895053997094797e-02,1.190443044092753394e-01,9.850840589559259897e+00,1.211412480926936514e-01,-2.458952583506751610e-02,3.977679608556105029e-01
2.464399999999999977e+02,-1.871350029255265113e-01,-4.483475146133144434e-02,9.887504003867137570e+00,7.355239435936387904e-02,-1.155342614307819926e-01,4.832406516818115172e-01
2.464499999999999886e+02,3.256473237899481371e-02,1.634838064231981802e-01,9.638393477999725789e+00,-1.095766166049238211e-01,-1.606380052529160496e-01,-6.659305640758677036e-01
2.464600000000000080e+02,-7.145714588424094404e-02,1.310877335796140075e-01,9.856365937506373243e+00,1.699170844014926685e-01,9.081058319146403934e-02,1.425382579684474349e-01
2.464699999999999989e+02,1.051224380248961809e-01,-4.189630461767747394e-02,9.656247504456068498e+00,-1.460246041920346127e-01,1.066957503188266793e-01,6.832183724894542731e-01
2.464799999999999898e+02,-7.623523716720163879e-02,2.275178233880427170e-01,9.823973219766291010e+00,-4.998100476897975042e-02,2.642392337587318729e-01,2.089262293196977871e-01
2.464900000000000091e+02,3.291114496732301664e-02,1.451427555800224693e-02,9.805493828162292758e+00,2.501827044966423164e-01,1.385798427347049999e-01,-3.051678431644555545e-01
2.465000000000000000e+02,1.121797797755543467e-02,1.723553295006474140e-01,9.596614989717998867e+00,-2.934852803082230177e-01,1.803264251286784692e-01,-6.367456665912573088e-01
2.465099999999999909e+02,-1.722983989648773362e-01,-1.119364239969800057e-01,1.002894475926053097e+01,-4.565759999788366469e-02,-2.510337666213398045e-01,-7.227583365195132392e-02
2.465200000000000102e+02,-3.203416381569589716e-02,7.054573144491332881e-02,9.609581535946311703e+00,-1.581487047235844157e-01,2.552946411928964099e-01,2.932420531723786694e-01
2.465300000000000011e+02,3.572784117402978687e-02,4.017648467210281626e-02,9.825103871084285956e+00,3.196128162217555524e-02,6.041331056449971565e-02,4.447219157153795704e-02
2.465399999999999920e+02,1.023507441805371343e-01,-3.866980815529002385e-02,9.780209996841643161e+00,-1.667243650193090121e-01,2.621734094639037171e-01,-3.953228550294961563e-01
2.465500000000000114e+02,1.853739005197755285e-03,9.637956182043244668e-02,9.784366358891144699e+00,-1.042073527857116377e-01,2.149302911411706679e-02,-1.352739892936465627e-01
2.465600000000000023e+02,9.060892421785063378e-02,1.305917451537718932e-01,9.629977553283337599e+00,6.823101196289775572e-02,-4.089210700693438061e-01,3.677813017173883758e-01
2.465699999999999932e+02,5.373665288665046419e-02,5.392249725158500262e-02,9.863130334587038917e+00,1.311457140118968134e-01,1.601657996707608056e-01,-4.858261022898582859e-01
2.465800000000000125e+02,5.708127149661360727e-02,3.959632327233408161e-02,1.004604192250314298e+01,1.546860444949353375e-01,1.881602565349165535e-01,-9.321582297920726345e-01
2.465900000000000034e+02,6.155286619903484191e-02,2.682726193234599363e-02,9.800060348022787693e+00,1.338667099124071502e-01,2.996922264212404374e-01,-8.398823748217343343e-01
2.465999999999999943e+02,-2.745727971914541099e-02,5.269108655158397103e-02,9.836884546728043688e+00,-2.253829775109785494e-01,7.396526142355236422e-02,-1.313503824190854485e-01
2.466100000000000136e+02,-9.891447318069879202e-02,8.028455353509333925e-02,9.802379068572895093e+00,1.126315723814527714e-01,-9.331067315634540560e-02,-1.643088996802095636e-01
2.466200000000000045e+02,1.569754682727804718e-01,7.525738493460303047e-02,9.902101020982616575e+00,-2.017961690204669867e-02,-1.163947483711139930e-01,8.804589371918792873e-01
2.466299999999999955e+02,7.683281208536385520e-02,6.091583847706138338e-02,9.906787364676883811e+00,1.420600773958497764e-01,-1.292429709753805701e-02,-6.344316760763387686e-01
2.466399999999999864e+02,-6.847687651249061494e-03,-4.413734648255465687e-02,9.674816345167224441e+00,-2.728779804972115697e-01,1.516231706575621729e-01,1.115656774352442732e-01
2.466500000000000057e+02,6.171596731504206540e-02,1.012244889127573710e-01,9.710343481864491366e+00,-1.778534058565229559e-01,1.712346956312369994e-01,-5.995258844181731162e-01
2.466599999999999966e+02,3.973887597814615424e-02,5.781708661581583947e-02,9.728742814482441048e+00,-1.445862496990549251e-01,-1.857771919514818737e-01,7.694307145494644340e-02
2.466699999999999875e+02,-8.541342967824115673e-02,3.900266248371424965e-02,9.821134344707886044e+00,4.148972371023161299e-01,-3.816501677609691195e-02,4.368331401579659407e-02
2.466800000000000068e+02,-3.378238803552897906e-02,-2.184431612503579673e-02,9.907038206207284148e+00,1.035017049869991768e-01,2.398353255504444004e-01,-7.393033631145652373e-01
2.466899999999999977e+02,1.326440565216899514e-01,9.905763808436737761e-02,9.564106709990655375e+00,-1.254843314181388059e-01,6.111651834634804908e-02,5.393468376228218591e-02
2.466999999999999886e+02,-5.298729420260152702e-04,-2.038391156720675002e-01,9.854494735551334372e+00,-6.934744968822421918e-02,-8.691150670502639786e-02,-1.219481845436569262e-01
2.467100000000000080e+02,3.752312633109432943e-02,-5.464427145051086593e-03,9.965364840521166556e+00,-2.202607064811401560e-01,-2.315401435959208443e-01,-4.287721293136558254e-01
2.467199999999999989e+02,1.259617989168892727e-01,-3.874355718337774840e-02,9.775664160151958271e+00,-1.169358990524884123e-01,-2.252820217692986238e-01,-6.326554110964788258e-02
2.467299999999999898e+02,-8.316163020389464536e-04,-4.746966374130248689e-02,9.801999852060450991e+00,1.728410904443234905e-02,-2.449204163893420327e-01,4.162455319830679068e-01
2.467400000000000091e+02,-9.313469868346742342e-02,-2.611890393185643117e-02,9.908258614437261969e+00,-8.686316207491744101e-02,-1.096090744177528747e-01,7.498559745616537597e-01
2.467500000000000000e+02,1.133105783032267895e-02,-1.031492836130792484e-01,9.886459662674674576e+00,4.104911514826691671e-02,6.268562603135256761e-02,-4.690055943038377029e-01
2.467599999999999909e+02,-5.583460082905469801e-02,-3.445784990507518020e-02,9.775258678244052035e+00,-1.293509410981219000e-02,-2.024271799932172433e-01,1.401317947010154663e+00
2.467700000000000102e+02,-1.391576231797264918e-01,-1.175908083653509906e-01,9.850766562218549183e+00,-9.575733671320009466e-02,1.037391347755461067e-02,2.017464370152130260e-01
2.467800000000000011e+02,8.030470836745684515e-02,4.144745013126702182e-02,9.494340158018777842e+00,-3.986579643319938526e-01,4.287035131471755856e-02,-4.472514064805155343e-01
2.467899999999999920e+02,-2.563214004993907835e-02,9.420337652457687339e-02,9.848657152521814950e+00,-7.066807357264597023e-02,2.154390501969069838e-01,3.562218455204581580e-01
2.468000000000000114e+02,-2.985262882242769589e-01,1.051369029063468769e-01,9.811844501755565773e+00,-1.537579479676536853e-01,2.438352811803624620e-01,-7.142465445161615412e-01
2.468100000000000023e+02,2.535214803526137511e-02,5.486719892902948426e-02,9.971330948913790237e+00,-3.546528228183370296e-02,6.686572462370177217e-02,8.254601849983932149e-02
2.468199999999999932e+02,2.658305246318298787e-02,-5.609246246802780667e-02,9.974430847946244683e+00,2.772376724615704946e-01,1.207190936057114805e-01,3.561172109939612640e-01
2.468300000000000125e+02,1.950785703546032979e-01,-1.105484454093231816e-01,9.793184237023954353e+00,1.359817628867805439e-01,-5.850273767961419735e-02,3.562052332462677939e-01
2.468400000000000034e+02,-4.165415825622835510e-04,-6.510091493539849061e-02,9.944603847064270141e+00,-1.133131923872855024e-01,7.462671760263402121e-02,-1.388061531254161304e-02
2.468499999999999943e+02,1.067610720102077915e-01,-3.168952358443751643e-02,9.734922101435982356e+00,-1.024698643639286033e-01,-8.882828244499377246e-02,9.209973582912962531e-01
2.468600000000000136e+02,6.465610996280236888e-02,-6.304532426479936280e-02,9.810992422015242909e+00,-6.974206835628717419e-03,-1.574388735066141465e-01,7.215639571535297225e-01
2.468700000000000045e+02,-5.894222227777570766e-02,2.428783989637315066e-01,9.938258329384886736e+00,-1.076273179431189164e-01,-4.894232302796536899e-02,9.484831927075790259e-02
2.468799999999999955e+02,3.482931726795381044e-02,7.048979399245478006e-02,9.831964147584914215e+00,2.222505866241827333e-01,3.431840362771457764e-01,3.128172460781328268e-01
2.468899999999999864e+02,-1.644188142305180386e-02,5.792037123581472019e-02,9.876200628394194325e+00,1.953721326319783069e-01,1.430048158365662403e-01,1.273869202197924488e-01
2.469000000000000057e+02,-6.877450636083573543e-02,3.107786010659550902e-02,9.811330971941830015e+00,-2.034521105639063576e-01,3.718021861187791044e-02,2.942604181606258140e-01
2.469099999999999966e+02,-5.165675826887362876e-02,-5.027780916146291912e-02,9.745871084355492542e+00,2.886707581481572360e-01,-4.644215291482026164e-01,-1.077989416281340262e-01
2.469199999999999875e+02,-6.522947953251026498e-02,1.376759228358805445e-02,9.789675274952990947e+00,1.590584749727391722e-01,-2.202912230563239260e-01,-6.851186351445750500e-01
2.469300000000000068e+02,-9.688258193378415867e-04,6.967851431697115461e-02,9.758028423165416854e+00,-4.275097174502864861e-02,-2.320952437813818270e-01,4.100459828800452344e-01
2.469399999999999977e+02,-4.726574982161799252e-04,9.644635196384157561e-02,9.760813255162407387e+00,1.257158787556885982e-01,-1.836498742275022300e-01,-5.979286384947162247e-01
2.469499999999999886e+02,-5.497954102172288027e-02,2.972409511510838015e-02,9.943669535931128678e+00,-7.507353200934428761e-02,-9.626407525703364540e-03,-2.479742206054534326e-01
2.469600000000000080e+02,-2.081858403071345023e-02,7.627590366539277467e-02,9.727539027254168857e+00,-8.873629730794366233e-02,-1.106149457211986348e-01,-1.071410481730439013e-01
2.469699999999999989e+02,-1.875965496065847560e-01,-4.797734038678368174e-02,9.685616613996089086e+00,-1.778086829799652713e-01,2.788987861469517382e-01,1.825968130061722816e-01
2.469799999999999898e+02,-1.008451723429244079e-01,-1.570780997995201433e-01,1.000203458876173457e+01,3.776444201722564120e-01,-4.371972883863113613e-02,5.125236681043282561e-01
2.469900000000000091e+02,-2.924439280169994354e-02,1.315093129812101580e-01,9.798354159052079737e+00,-2.432777221375804766e-01,-1.997351023685807470e-02,-1.401847923630097914e-01
2.470000000000000000e+02,1.671676606639384555e-01,-5.948500196183331007e-02,9.930992555302252001e+00,-1.219271319061276115e-01,1.605333100680024772e-01,-3.546453902715963197e-02
2.470099999999999909e+02,6.332365887919515213e-02,-5.990408770146227191e-02,9.956881434877274728e+00,8.221428092538679566e-02,-1.217814371782034027e-02,5.783056518400713220e-01
2.470200000000000102e+02,-9.773097816500041224e-02,-8.779923203735973125e-02,9.829601370051955556e+00,-3.344297900641287624e-01,2.314933142609808536e-01,-4.239904683320038642e-02
2.470300000000000011e+02,1.614827209952383880e-01,3.086431109337618023e-02,9.904359184549834438e+00,-2.606698700237551347e-01,-8.881348947895846557e-02,3.960285994620978411e-01
2.470399999999999920e+02,-1.606834619202034283e-04,-5.383190528720580015e-02,9.763409563070249320e+00,-9.015851798338302137e-02,1.553472992657995155e-01,4.910134517343411886e-01
2.470500000000000114e+02,-1.134631668286756878e-01,1.488091691784531878e-01,9.701395796410952954e+00,-3.672290414502659694e-01,-4.266692838494494378e-02,5.683119103662298555e-01
2.470600000000000023e+02,-7.891454247166904135e-03,1.461485416311810448e-01,9.839755751935303607e+00,8.358562000582643592e-02,-2.125409493164195640e-01,-6.351072518609137685e-01
2.470699999999999932e+02,9.850879080828006673e-02,3.878464155411534553e-02,1.001318823656998624e+01,3.345312412054963769e-01,-1.845712633640083367e-01,3.533088592897115632e-01
2.470800000000000125e+02,-1.133719164223927073e-01,-6.989098873942262147e-02,9.639614535123811834e+00,7.038870901254106194e-01,1.489294364013217520e-02,-2.380313303707213002e-01
2.470900000000000034e+02,-1.036136919375992838e-01,1.859363183742258618e-01,9.876611928662610396e+00,1.808838962405234785e-01,2.800449635155831674e-01,-2.998080799642210414e-01
2.470999999999999943e+02,1.806318593837563657e-01,1.154296146562403813e-01,9.768363056991978155e+00,9.207298468743552178e-02,-9.867422846634066325e-02,2.292838938880682464e-01
2.471100000000000136e+02,2.964273559915325471e-02,-6.657839016939923193e-02,9.632362947609456327e+00,3.518409305771323936e-01,-2.122074304558261848e-01,4.504546050638186944e-02
2.471200000000000045e+02,-4.716591348631298669e-02,4.235855507557956257e-02,9.803008342728912083e+00,4.719332062912924564e-03,-1.840447176412508823e-01,3.351418529400224111e-02
2.471299999999999955e+02,-1.062131835781250123e-02,2.876265576207586924e-02,9.761563751014486812e+00,3.730852914509383833e-01,-2.598742924792555309e-01,-1.075785596770767599e-01
2.471399999999999864e+02,2.855231583196428391e-02,5.892441817070303428e-02,9.738423870032516305e+00,1.672748210260890100e-01,-6.674592998450594450e-02,-1.807151794013741319e-01
2.471500000000000057e+02,-1.934534323427843094e-02,1.479724106230957507e-02,9.808527861711807461e+00,9.233944690510698106e-02,-1.031941769674189768e-01,3.209676403209386075e-01
2.471599999999999966e+02,1.349830019912610646e-01,2.311789974681147716e-03,9.807168978306101792e+00,2.731585066425175692e-02,-2.007415478430278899e-01,-6.390693208754791854e-01
2.471699999999999875e+02,9.893023127710990142e-03,2.938690077575809023e-01,9.583244959813169928e+00,-4.555925765339818856e-02,-3.351329346087685013e-02,7.144171236303619409e-03
2.471800000000000068e+02,6.637084935342772718e-02,5.975402904109061025e-02,9.987413842914602213e+00,1.170053583255519919e-01,-1.422212478133779989e-01,-7.145292446426422250e-01
2.471899999999999977e+02,8.331558411114622573e-03,-6.488581224387147961e-02,9.961456405222849142e+00,1.485486606397573572e-01,3.731599209498645802e-03,-7.329035295915291293e-02
