t,ax,ay,az,gx,gy,gz
5.920000000000000284e+01,-1.098654963122083772e-01,-1.985562399658575838e-01,9.866393681622753320e+00,-3.719205937646392901e-02,-2.010034802710141122e-01,-1.550600995912741276e+01
5.921000000000000085e+01,-1.717176669862283678e-01,-9.094524872534850979e-02,9.658300882030916412e+00,2.059251047965197923e-01,-1.757619156978648123e-01,-1.491317910213060927e+01
5.921999999999999886e+01,-1.236662966685065090e-01,-1.312751480267848325e-01,9.730619414845927295e+00,1.510045274818157257e-01,-2.926533558059817297e-01,-1.397161969917398494e+01
5.922999999999999687e+01,-4.267063677307888353e-02,-2.598130179549886787e-01,9.740092838985312085e+00,4.705924040436476052e-01,-2.792227799493335327e-01,-1.457844042186565758e+01
5.924000000000000199e+01,1.343281002678750960e-02,-1.136081524495222150e-01,9.864648144771427596e+00,-4.500706457104313163e-01,-5.392625711079704343e-02,-1.522989997720065780e+01
5.925000000000000000e+01,-6.483003273443845027e-02,-3.838978472738664438e-01,9.825010906856112669e+00,1.579409533930008491e-01,2.068664096786145823e-01,-1.511582294188492526e+01
5.925999999999999801e+01,7.030651467411015709e-02,-2.866978667455475360e-01,9.755394761122978764e+00,-1.252560967365608791e-01,-2.659250854682785881e-01,-1.418584335513256711e+01
5.927000000000000313e+01,-5.276851944169594355e-02,7.889757610326120219e-03,9.758829739144848858e+00,2.238942697291544381e-01,-1.468853016791875632e-01,-1.488893850328925161e+01
5.928000000000000114e+01,2.569574381839444602e-02,-1.836364230862899405e-01,9.705890868101111124e+00,-2.186135979779925409e-01,-4.180247034269597428e-01,-1.504320949080356584e+01
5.928999999999999915e+01,1.175816806618865291e-02,-9.487370385831303543e-02,9.815293599449722350e+00,4.539075529738882953e-01,1.404469866548614110e-01,-1.455745583313891878e+01
5.929999999999999716e+01,1.734433091787386527e-01,-9.777240295672039172e-02,9.859279606190396450e+00,-2.447950372658015683e-01,-4.998983784568838962e-03,-1.558246679043408989e+01
5.931000000000000227e+01,-9.752409251002729096e-02,-2.010759394703986180e-01,9.891536336692198006e+00,-2.851086933412074198e-01,8.242008999149297299e-02,-1.545375427312165506e+01
5.932000000000000028e+01,2.208419091154704972e-01,-1.549357331745646604e-01,9.981297039391654025e+00,-3.943280925898518530e-01,-1.054060303505736373e-01,-1.528813838514450651e+01
5.932999999999999829e+01,-5.943498527396046116e-02,-2.839358256826260973e-01,9.866752693342549563e+00,-2.851896560236826250e-01,-2.205883827788189810e-01,-1.557495699109636611e+01
5.934000000000000341e+01,-1.340056890360809549e-01,-1.536781042002307029e-01,9.707561221402102092e+00,1.075112402400364708e-01,-1.637246709022783242e-01,-1.564986575717697370e+01
