t,ax,ay,az,gx,gy,gz
2.528000000000000114e+02,6.146633792185644644e-03,2.175551831341554776e-01,9.788186504471592997e+00,-8.043732864226847690e-03,2.441234268386227590e-01,4.512638635319725089e-01
2.528100000000000023e+02,1.608346105728614694e-01,9.874855606261086216e-02,9.662217574590680869e+00,-9.078871955609135735e-02,-2.929883682376460130e-01,-5.505162363686788574e-01
2.528199999999999932e+02,2.278336899957568162e-01,1.449943365341132412e-02,9.857744186295644084e+00,-3.202478600031892775e-01,-1.751254375831176602e-02,-2.795824540049086093e-01
2.528300000000000125e+02,-1.202563136027626767e-01,-9.718113737961092680e-02,9.722769305347391366e+00,-4.899397659871761179e-02,1.578308579492932739e-01,6.953293077328884797e-01
2.528400000000000034e+02,4.594612998204094384e-02,-7.644398185437589754e-02,9.954034003021346777e+00,-4.694148620051916826e-02,1.300531866439500750e-01,-3.619398414356840288e-01
2.528499999999999943e+02,2.096300839182863029e-02,-6.596304754350972022e-02,9.732551904390875919e+00,-8.787418350276152146e-02,-3.485534538290770978e-01,-2.317514533786866338e-01
2.528600000000000136e+02,5.304674904525988333e-02,-4.068587351828360094e-02,9.684700667414615438e+00,-5.896114049148651892e-01,-1.630256176879080199e-01,-4.724951706415020936e-01
2.528700000000000045e+02,-4.501804227316995310e-02,-2.535549582582728723e-02,9.808768757302015473e+00,-1.037385376272066673e-02,-1.866800655431778422e-01,-3.597233237408730688e-01
2.528799999999999955e+02,5.441076535168716533e-02,1.992287470575077046e-02,9.874047698201604106e+00,-1.789128363209194494e-01,-2.430348445813224623e-01,3.767507301036757683e-01
2.528899999999999864e+02,-1.379682259126174260e-01,-5.836741482425349820e-02,9.546136720177537782e+00,-2.090523527945884197e-01,6.458492339125156134e-02,4.790107458586297939e-01
2.529000000000000057e+02,3.382242876235164175e-01,1.609571656190432465e-02,9.924230103088826027e+00,1.245006947734092900e-01,1.233344328789078848e-01,5.839714800358862812e-01
2.529099999999999966e+02,2.906091694614041515e-02,3.775470801339736449e-02,9.707007044163967535e+00,-2.377806351926411432e-01,-1.123228387338736783e-01,-3.533643163838524615e-01
