t,ax,ay,az,gx,gy,gz
5.439999999999999858e+01,3.893423942197369453e-02,7.091253101622749765e-03,9.877003365581925820e+00,-2.026832752283141970e-01,-3.176146807301368780e-01,-2.592331719566006720e-01
5.440999999999999659e+01,8.262494226728235580e-02,1.205880115843436726e-02,9.853941101517612822e+00,-9.159519010395074379e-02,-8.983058657880205189e-02,-1.117314850328230552e-01
5.442000000000000171e+01,8.595738801721547126e-03,2.634335679569436289e-02,9.857881055311541019e+00,2.051055085252323773e-01,2.073971097247254980e-01,-7.724448323425405771e-01
5.442999999999999972e+01,-5.871541590312039788e-02,1.442143878407722013e-01,9.791942391043782834e+00,-2.345253763583754480e-01,-1.205302400598196322e-01,-1.150328320904968060e-01
5.443999999999999773e+01,-5.321724562434457240e-02,-7.597071785762793406e-02,9.882722005032618995e+00,6.614101281055302650e-02,-5.733128196437003998e-01,-1.566662509750755550e-01
5.445000000000000284e+01,3.854730704569522132e-02,4.877538046603540484e-02,9.804740677511617264e+00,-1.628660022145012598e-01,-3.645195692072054905e-02,-2.705228768727353517e-01
5.446000000000000085e+01,4.129805655250470137e-02,3.344727025826704780e-02,9.843581163022090408e+00,1.690656318440422190e-01,1.012366442920198256e-01,-4.667640505145495555e-01
5.446999999999999886e+01,-2.929546157635447290e-02,4.552816589191469032e-02,9.787219020225212063e+00,2.661968499309812497e-01,3.410369921185662373e-02,6.980922408661988099e-01
5.447999999999999687e+01,-2.619152205053339455e-01,-3.104176356652937896e-02,9.928763842947772034e+00,2.816323586065405116e-01,5.249199658454280215e-02,-3.902590521281794622e-01
5.449000000000000199e+01,-1.290522727291290583e-01,7.635009485971500087e-02,9.731214270412760214e+00,-2.507395645251818683e-01,3.650626702177076077e-01,-3.743655394742521070e-01
5.450000000000000000e+01,6.196889216121123645e-02,-7.293544413367054891e-02,9.601742947629739788e+00,-1.023792913663811172e-01,2.617703485056510071e-01,-2.368505286188768433e-01
5.450999999999999801e+01,-2.130837997355875812e-01,-4.697248926322258877e-02,9.761197822217496878e+00,1.837475245843325222e-01,-1.023777679216338332e-01,9.961664365657267872e-01
5.452000000000000313e+01,1.184181016367214928e-01,-1.852066643927104475e-02,9.962611907602482830e+00,-6.313339979118524903e-02,2.268106329389241727e-01,5.708070862121399358e-01
5.453000000000000114e+01,1.036157261138503927e-01,-2.294174620798352174e-02,9.893522381987473580e+00,1.073437478212071750e-01,-1.004046519445692259e-01,-4.004927996605865959e-01
5.453999999999999915e+01,4.109638193320572751e-03,3.736107550026215168e-02,9.928279102468506423e+00,-5.685384818092853454e-02,-3.853306992096489775e-02,1.813523213975949122e-01
5.454999999999999716e+01,5.979310342286077440e-02,2.602914562580058849e-02,9.823660470897866759e+00,-2.436504080690622132e-01,1.343138881302057552e-01,-4.108004954645789741e-01
5.456000000000000227e+01,5.287746783588859190e-02,2.688388479892764998e-02,9.823852618850978047e+00,-2.561925584360241204e-01,-3.106641255868369811e-01,1.295363593411361924e-01
5.457000000000000028e+01,-1.168731283662129486e-02,1.321750920502438309e-01,9.748585844015352109e+00,4.185623091727008228e-03,-7.668174823126078232e-02,3.688455281776707451e-01
5.457999999999999829e+01,-1.373889117588570075e-01,-2.079311409044511116e-02,9.753339774681597518e+00,-4.059895340922224649e-02,-2.114746683045480857e-01,-1.926882821507883148e-01
5.459000000000000341e+01,9.672729750616863853e-02,1.056227186984939892e-01,9.813104982866347470e+00,2.398428697504567664e-01,-3.717529851806700147e-01,2.012346447782827064e-01
5.460000000000000142e+01,1.407230011383635015e-01,-1.064524058574836118e-01,9.812161346628863967e+00,-8.234545219437258701e-02,-2.228235714536179468e-02,-8.260973073800111921e-01
5.460999999999999943e+01,-1.208590524242342118e-01,-1.282832557366393213e-02,9.800076295497120782e+00,-2.330271384579596927e-01,3.440508755158277338e-02,1.059993391379368405e-01
5.461999999999999744e+01,-1.411255005169699539e-01,-6.703912187845147662e-03,9.840081975510972967e+00,1.487993396007384339e-01,-1.212525688636286736e-01,7.379587078871628902e-01
5.463000000000000256e+01,-1.367969047573408536e-02,-1.308277684140425889e-01,9.767206692489423858e+00,-8.503160461186676233e-02,2.511915362229543147e-01,-8.039782330232718710e-01
5.464000000000000057e+01,-6.262245956364498323e-02,4.502654173486819560e-03,9.850175849785941296e+00,-3.084943152104596131e-01,-2.635877803468877345e-01,2.590047634443842783e-01
5.464999999999999858e+01,1.449492402054591324e-02,1.157992665206570952e-02,9.941214552034001173e+00,7.309703146730263390e-02,-2.414382878655284004e-01,-3.367898589746430860e-01
5.465999999999999659e+01,1.207994039860386670e-01,5.973443385951981988e-02,1.001225100374062471e+01,-1.417994144854733685e-01,1.520194968100443689e-01,-2.709750776977185582e-01
5.467000000000000171e+01,-2.245670438272495684e-01,4.821248501549553478e-02,9.739944436668215744e+00,-3.301658475426647588e-01,-4.358307469291709813e-02,-9.666770036048882853e-01
5.467999999999999972e+01,1.581271951619154792e-01,-1.277478207144882305e-01,9.932002947206942878e+00,9.239044897150705538e-02,7.732105409397130313e-02,6.398353699473610101e-01
5.468999999999999773e+01,-4.066684418769198756e-02,1.195942390472454486e-01,9.889296304978266505e+00,-1.542219830022042437e-01,1.077987873834876514e-01,1.099792058746289714e+00
5.470000000000000284e+01,5.117789786504942096e-02,-4.624550060874264845e-02,9.931656398792938489e+00,1.870881393291617401e-01,3.230807150608511202e-02,-2.984027979194597835e-01
5.471000000000000085e+01,6.187258381044657973e-02,-6.048321585153806912e-02,1.001109663553005014e+01,-3.958021725934750962e-02,-1.964927164713177188e-01,2.577748165358496046e-01
5.471999999999999886e+01,7.353411541977961097e-02,4.902584865332625802e-02,9.962145715400296808e+00,-6.917668075964084062e-02,3.994717439616869703e-02,-9.809644657227593045e-01
5.472999999999999687e+01,6.190810402999680218e-03,8.510618461252045241e-02,9.687118891935435627e+00,4.319281370233886697e-01,3.300701870489863854e-01,1.290667097403026320e+00
5.474000000000000199e+01,2.955606017867457719e-02,-4.721287696027456210e-02,9.818296156610408332e+00,3.280810070709021253e-02,1.512708070840481367e-01,-2.756094878483840160e-01
5.475000000000000000e+01,2.890220506054030913e-02,-4.434831479393081845e-03,9.730696387168940475e+00,-5.336490665232176966e-02,-1.475467380893044633e-01,-9.009951015596708856e-01
5.475999999999999801e+01,-6.302828007794473997e-02,9.111358588625600996e-02,9.835658223226801056e+00,3.519325479980682514e-02,-3.393727400239920367e-01,-6.858012688595774287e-02
