t,ax,ay,az,gx,gy,gz
1.904000000000000057e+02,1.656613714707256824e-01,1.343930767660459491e-01,9.573036512137351295e+00,-1.791618199918243448e-01,-7.058143025686137995e-02,-4.946163603079248849e-01
1.904099999999999966e+02,2.145783537122197479e-02,6.775409148480966703e-02,9.686291592215058088e+00,-3.020690216702057868e-02,1.914220110002672337e-01,7.507616437730263437e-01
1.904199999999999875e+02,1.741861621390041193e-01,-1.340755660974286556e-01,9.904186453483236008e+00,-1.471278819563592577e-01,-1.674549001463560005e-01,-1.894240338055632744e-01
1.904300000000000068e+02,-8.983094322567038159e-02,3.199583624058068010e-02,9.635006335446696824e+00,-9.276892867093829154e-02,1.685595685505076879e-01,4.023625392536916423e-01
1.904399999999999977e+02,-2.832732464299680397e-01,-1.688297337697748923e-01,1.004409845274706470e+01,2.013494724810940828e-02,1.784193834266680490e-01,-1.297338664328114843e-01
1.904499999999999886e+02,-4.628944488560213233e-02,6.842950287488569483e-02,9.791116389844212620e+00,-4.037264896022790817e-01,-1.176336256263658120e-01,-5.833341747109945796e-01
1.904600000000000080e+02,-8.360494010989112657e-02,1.815314469553924726e-02,9.834986473186980049e+00,2.453453430834475757e-01,3.869718454426179788e-02,-1.209190886402686793e-01
1.904699999999999989e+02,-1.493578565125967261e-01,-5.980988790254185283e-02,9.836940433472795675e+00,4.989457260657242238e-02,1.537559585284593855e-02,-7.695713332450323518e-01
1.904799999999999898e+02,1.300650204369242224e-01,7.055339136651918308e-02,9.772946894993944866e+00,-2.818750190784449217e-01,1.294955140280134032e-01,8.271013690592547707e-02
1.904900000000000091e+02,-1.336391728323414185e-01,-7.571061581084342906e-02,9.938561567956499587e+00,-1.179178882912672484e-02,2.439502141470533125e-01,2.523062401211763062e-01
1.905000000000000000e+02,5.827858540321198544e-02,1.201602469349939001e-02,9.681899383207698051e+00,1.201246694354049654e-01,2.820548719677399285e-01,2.665216216912053571e-01
1.905099999999999909e+02,2.014194322354515843e-01,1.107207101642046498e-01,9.761907784363602403e+00,-1.034521593688400055e-02,-8.042086029339748365e-02,1.204281940095902170e+00
1.905200000000000102e+02,-1.149914414500833176e-01,-3.404509002289001635e-02,9.810563508926410492e+00,8.592737001710923361e-02,-1.933897732710544715e-02,-1.511804833710977125e-01
1.905300000000000011e+02,-2.309373374492550146e-02,-9.502847362498390016e-02,9.758857687208795539e+00,1.496547500859352342e-01,-2.085768303636872378e-01,6.304619986792886488e-01
1.905399999999999920e+02,1.352708164697095650e-01,1.091263653494826125e-01,9.627397022970507479e+00,-3.127980432859877036e-01,-8.962878160600076805e-02,-3.654143808026250051e-01
1.905500000000000114e+02,-4.153992328349966068e-02,1.110147002820559801e-02,9.852930334579459881e+00,-1.387309839326788530e-01,1.748457879459958120e-01,-3.315087719786090070e-01
1.905600000000000023e+02,3.323894890554594805e-02,2.007831655599205123e-01,9.774127781688443761e+00,3.997316223157852400e-01,1.896894124196648879e-01,-1.619739915746577497e-01
1.905699999999999932e+02,6.392940877220978924e-02,5.187195237867986419e-02,9.752571159521798094e+00,-1.043528421916358334e-01,-2.070598133774915681e-02,-2.145582753879080318e-01
1.905800000000000125e+02,1.735948164447249920e-02,7.629981897265539215e-02,1.003459113635934941e+01,1.251770904154154151e-01,-2.744259866012878635e-01,6.399619381830924381e-01
