t,ax,ay,az,gx,gy,gz
2.760000000000000000e+02,1.060804961562784171e-02,-3.820590091029334862e-02,9.655845830606137881e+00,-5.201826849756244903e-02,-1.440197842666104122e-01,-9.180032629098694441e-01
2.760099999999999909e+02,1.378280813746581568e-01,-1.273038638195097272e-01,9.915167151708409676e+00,-8.639196398480765426e-02,1.085877369663310887e-01,-5.476063024519259859e-01
2.760199999999999818e+02,-6.517133728928124758e-02,-1.049580004091092977e-01,9.811868728486338398e+00,-3.108616430882607182e-02,4.384963365974792193e-02,1.797173645568891087e-01
2.760299999999999727e+02,-4.297554124524534391e-02,9.486906832475267004e-02,9.846739503123124848e+00,-1.548226842096667166e-01,7.949692089208688917e-02,5.950977202451968040e-01
2.760400000000000205e+02,2.084960025238944033e-03,5.443214033035244370e-02,9.826674185191382804e+00,5.292856848859996965e-01,-1.663405399479813696e-01,7.826767126191795931e-01
2.760500000000000114e+02,-1.929055757865631845e-03,-7.468190253713556659e-02,9.793147490625575102e+00,-2.152201145581429942e-01,-1.350105891061872676e-01,1.682472349024970171e-01
2.760600000000000023e+02,-2.864039753502103935e-02,2.183749044856986288e-02,9.917822704531275235e+00,-3.522332046634661928e-01,-2.036490086941905586e-01,1.404817740676256033e-01
2.760699999999999932e+02,-9.349799500236788408e-02,9.717860486858488633e-02,9.779841981473547108e+00,1.209194055616748531e-01,3.160840998423053438e-01,3.264346619330359967e-01
2.760799999999999841e+02,8.542611340236166972e-02,1.629304225399601791e-01,9.882983253538986546e+00,-7.677519445894552541e-02,-1.188938155157619053e-01,-1.168424759408581981e-01
2.760899999999999750e+02,-3.873868747497546255e-02,1.524980111427153354e-02,9.800479908903339421e+00,1.564226321967857880e-01,1.476666071597418362e-01,-4.011866243484544792e-01
2.761000000000000227e+02,1.563555233169167460e-02,3.222679325888751917e-02,9.589812770933569652e+00,-3.472120738186579292e-01,2.683670555709273819e-01,-3.130948987980252674e-01
2.761100000000000136e+02,-7.025419562785686954e-04,-1.627370561083281431e-02,9.749381120705765014e+00,1.528523723568514237e-01,8.546157923278771551e-03,7.632759192592663000e-01
2.761200000000000045e+02,6.754027719082351944e-02,1.285289954192912407e-03,9.922158534380928430e+00,3.308363205204428031e-02,-2.671269671193371997e-01,-9.342657619515228884e-01
2.761299999999999955e+02,4.562458722321341420e-02,5.749822057709259859e-02,9.717865713480632550e+00,9.697945985470107777e-02,2.803232485845458810e-01,-4.842162813384779524e-02
2.761399999999999864e+02,-2.552859396573646522e-02,-1.084608398655868000e-01,9.877480140564866673e+00,-2.069504691808887464e-01,1.632020933059126211e-01,-2.843594986389944568e-01
2.761499999999999773e+02,-4.149625902329041882e-02,6.500164468011782049e-02,9.844553594105306615e+00,-1.171331555978342154e-01,-1.922889329033472816e-01,5.303293356252382074e-01
2.761600000000000250e+02,-1.107444584145850924e-02,-3.875170592181893803e-02,9.819426699933563540e+00,2.866581639707395102e-01,-7.600677780994230526e-02,5.410929585608954540e-01
2.761700000000000159e+02,-1.109799411856941670e-01,-7.382425775387300992e-02,9.828278972934855418e+00,-2.044226264052505931e-02,-2.834998624433383574e-01,-1.828639027675141582e-01
2.761800000000000068e+02,-8.042723167278731378e-02,-7.345959657735548487e-02,9.873067484947048555e+00,-9.631039451977865817e-02,-3.541800795002767455e-01,3.974637094125335612e-01
2.761899999999999977e+02,5.305024377744528563e-02,1.902553018904960813e-01,9.840063109254606033e+00,2.089296080546677037e-01,2.859148610562828874e-01,-1.639068754410194506e-01
2.761999999999999886e+02,2.993689610301794243e-02,1.297390407905474052e-01,9.707656479733802968e+00,-2.353549745929112980e-01,-2.941425650996819519e-01,-1.997684103473750666e-02
2.762099999999999795e+02,-9.660349645779546524e-02,-8.634200921422402475e-02,9.921701845375713091e+00,1.737180435621068358e-02,5.078532374910239566e-01,1.590967028163049191e-01
